Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Included / International,Price / International,Compare At Price / International,Status
6602,Vakuumpump komplett 230V,"<p>Komplett anläggning med pump på 350 l/ min, 1,1kw. Vakuummeter och vakuummätare ingår.</p>
<p>1-fas, 230V</p>
<p>Det finns också mindre anläggningar på 230l/min, båda med eller utan oljesmörning. Priset börjar på ca 7500.-</p>",N/A,Djur och tillbehör till husdjur,Vakuumpump,"",true,Title,Default Title,,,,,6602,0.0,,0,continue,manual,14895.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Vakuumpump230V.jpg?v=1685559122,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8302-6,Skarvstycke T480 - INTE REDIGERAD,"",My Store,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,120.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
6801,Vakuumregulator Stabilovac 1500,"<p>Stabilvacs vakuumregulatorer ger ett stabilt och pålitligt vakuum i alla förhållanden, vilket skyddar djurens hälsa.<br><br></p>
<ul>
<li>Hög noggrannhet på signalen och stor känslighet hos ventilen tillåter en snabb reaktion vid reglering av vakuumsystemet.</li>
<li>Utformad för att minimera vakuumförbrukningen och undvika att i onödan minska mjölkningssystemets vakuumreserv.</li>
<li>Snabb och enkel att installera.</li>
</ul>
<p><span>300L-1500L</span></p>
<p><span>Optimal för 750l (VP74).</span></p>",Interpuls,Djur och tillbehör till husdjur,Tillbehör till vakuumpump,"",true,Title,Default Title,,,,,6801,0.0,,0,continue,manual,1585.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Stabilvac1500.jpg?v=1685570925,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9005-1,Mjölkspann rostfri 25l,"<span>Hållbar rostfri mjölkspann, 25L med 120mm handtag.</span>",Burk,Djur och tillbehör till husdjur,Mjölkspann,"",true,Title,Default Title,,,,,9006-1,0.0,,0,continue,manual,1395.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Rostfrimjolkspann.jpg?v=1683668021,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9000,"Mjölkspann plast, 30L","<p>Plastspann 30l transparent, ger bra koll på mjölken. Välj färg, blå Delaval, grön GEA, orange Lely,  kanske röd för penicillinkor? </p>
<br>
<table style=""width: 404px;"" data-mce-style=""width: 130px;"">
<tbody>
<tr style=""height: 15px;"">
<td style=""width: 185.75px; text-align: center;"" data-mce-style=""width: 120px;"">Höjd på handtag</td>
<td style=""width: 326.25px; text-align: center;"" data-mce-style=""width: 120px;""><span>Passar</span></td>
</tr>
<tr style=""height: 15px;"">
<td style=""width: 185.75px; text-align: center;"" data-mce-style=""width: 120px;""> 
<p data-mce-fragment=""1"" style=""text-align: center;"">120mm</p>
</td>
<td style=""width: 326.25px; text-align: center;"" data-mce-style=""width: 120px;""><span>Delaval</span></td>
</tr>
<tr style=""height: 47.9688px;"">
<td style=""width: 185.75px; text-align: center;"" data-mce-style=""width: 120px;"">148mm</td>
<td style=""width: 326.25px; text-align: center;"" data-mce-style=""width: 120px;""><span>Standard (GEA, SAC, Fullwood etc.)</span></td>
</tr>
<tr style=""height: 47.9688px;"">
<td style=""width: 185.75px; text-align: center;"" data-mce-style=""width: 120px;"">189mm</td>
<td style=""width: 326.25px; text-align: center;"" data-mce-style=""width: 120px;""><span>Till plastlock som inte skall sättas fast</span></td>
</tr>
</tbody>
</table>
<p> </p>
<p>Mät från spannens kant rakt uppåt under den uppstälda handtaget.<br></p>",Kerbl,Djur och tillbehör till husdjur,Mjölkspann,"",true,Färg,Blå,Handtag,118mm,,,9000-1,0.0,,0,continue,manual,1095.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Mjolkspannplast.jpg?v=1683661754,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9000,,,,,,,,,Blå,,148mm,,,9000,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Blå,,189mm,,,9000-3,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Grön,,118mm,,,9000-4,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Grön,,148mm,,,9000-5,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Grön,,189mm,,,9000-6,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Orange,,118mm,,,9000-7,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Orange,,148mm,,,9000-8,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Orange,,189mm,,,9000-9,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Röd,,118mm,,,9001-1,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Röd,,148mm,,,9001-2,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9000,,,,,,,,,Röd,,189mm,,,9001-3,0.0,,0,continue,manual,1095.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
6613,PV2200DL,<span>Vakuumpump som Passar till Delaval VP78.</span>,N/A,Djur och tillbehör till husdjur,Vakuumpump,"",true,Title,Default Title,,,,,6613,0.0,,0,continue,manual,17950.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/PV2200DL.jpg?v=1684275253,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9070,"Mjölkkanna 2,5l",<span>Superbra mjölkkanna i plast med tätt lock för hemtagning av mjölk. Locket skruvs på och har packning invändigt så det blir absolut tätt. Formen är oval så kannan rymmer i sidofacket på kylsskåpet.</span>,N/A,Djur och tillbehör till husdjur,Mjölkkanna,"",true,Title,Default Title,,,,,9070,0.0,,0,continue,manual,185.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Mjolkkanna_189b542f-7bf3-4f9b-b976-26fe89c061e8.jpg?v=1683320596,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9120-7,Plastlock med överfyllnadsskydd,<span>Plastlock med överfyllnadsskydd. Liten boll i ett rör trycks med mjölken upp i inloppet och stänger av vacuum innan mjölken kommer in i mjölk- eller vakuumledningen. Samma princip som mjölkbehållaren. På så vis är du säker att t.ex. penicillinmjölk inte hamnar i tanken.</span>,N/A,Djur och tillbehör till husdjur,Delar och tillbehör till spannmjölkning,"",true,Title,Default Title,,,,,9120-7,0.0,,0,continue,manual,325.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Plastlockm.o.fskydd.jpg?v=1684204225,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9120-7,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/plastlockm.o.fskydd2.jpg?v=1684204230,2,,,,,,,,,,,,,,,,,,,,,,,,
9120-7,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/plastkyddm.o.fskydd3.jpg?v=1684204234,3,,,,,,,,,,,,,,,,,,,,,,,,
4312-5,Spaggiari 0000/0749 (SAC 13520),<span>Fyrkantiga spengummi från Spaggiari. Ersätter SAC 13520. 20mm öppning.</span>,Spaggiari,Djur och tillbehör till husdjur,Spengummi,"",true,Title,Default Title,,,,,4312-5,0.0,,0,continue,manual,265.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/13522_bfafa111-796a-41c9-a4c7-d9ae3ab51400.jpg?v=1685045154,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
6830,"Vakuummeter 1/4""","<span>Vakuummeter 1/4"", passar Milklines mjölkmaskiner</span>",Milkline,Djur och tillbehör till husdjur,Tillbehör till vakuumpump,"",true,Title,Default Title,,,,,6830,0.0,,0,continue,manual,165.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/vakuummeter.jpg?v=1685557911,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8202,Gummistövel Akroh,<p><span>Rymlig Gummistövel med tåhätta och trampskydd. Klarar jordbrukets påfrestningar.<br>Robusta och hållbara stövlar av säkerhetsgrad S5. Antislipsula och överdel av polyuretan. Väl isolerade för minimerad risk av överhettning och nedkylning även vid användning i extrema väderförhållanden.  Enkla att rengöra och desinfektera. </span><br></p>,Akroh,Djur och tillbehör till husdjur,Arbetsskor,"",true,Storlek,36/37,,,,,8202-36-37,0.0,,0,continue,manual,445.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,kg,,,true,true,,,active
8202,,,,,,,,,42,,,,,8202-42,0.0,,0,continue,manual,445.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovelsula.jpg?v=1681757655,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,kg,,,,,,,
8202,,,,,,,,,43,,,,,8202-43,0.0,,0,continue,manual,445.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/akrohgummistoveloppen.jpg?v=1681757660,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,kg,,,,,,,
8202,,,,,,,,,44,,,,,8202-44,0.0,,0,continue,manual,445.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel2.jpg?v=1681757667,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,kg,,,,,,,
8202,,,,,,,,,45,,,,,8202-45,0.0,,0,continue,manual,445.00,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,kg,,,,,,,
8202,,,,,,,,,47/48,,,,,8202-47-48,0.0,,0,continue,manual,445.00,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Akrohgummistovel.jpg?v=1681757618,kg,,,,,,,
9541-2,MultiPro 300W,"<p><strong>Effekt:   </strong>                   150W/300W<br><strong>Lumen:     </strong>               19500/ 36000<br><strong>Färgtemperatur:</strong>     5700 K<br><strong>Skyddsklass: </strong>          IP 65<br><strong>Livslängd chip: </strong>     100 000 h<br><strong>Dimbar: </strong>                 JA<br></p>
<p>Armatur som är mycket lämplig för områden med risk för brand på grund av brännbart material som tex. damm eller fibrer (hö, foder, strö etc.)</p>
<p>LED Armatur MultiPro har optimal ljusfördelning via individuellt justerbara moduler</p>
<p>Utmärkt värmeavledning på grund av en fast kylfläns</p>
<p>Högkvalitativa material för användning i tuffa miljöer</p>
<p>Har mycket hög ammoniakresistens</p>
<p>Skyddad mot vattenstrålar och damm </p>
<p>D-märkning enligt DIN EN 60598-2-24</p>
<p>Direkt eller hängande takinstallation med justerbara fästen eller öljetter</p>
<p>Inkl. dimningsfunktion (kan styras via en 1-10 V, PWM eller motståndssignal)</p>
<p>Med energieffektiva SMD -chips från Philips</p>
<p> </p>
<p><iframe title=""vimeo-player"" src=""https://player.vimeo.com/video/488084274?h=1291f6ce01"" width=""640"" height=""360"" frameborder=""0"" allowfullscreen=""""></iframe></p>",Kerbl,Djur och tillbehör till husdjur,Belysning,"",true,Title,Default Title,,,,,9541-2,0.0,,0,continue,manual,4495.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Multiprokerbl.jpg?v=1683755966,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9541-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/multipro3.jpg?v=1683755966,2,,,,,,,,,,,,,,,,,,,,,,,,
9541-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Multiprokerbl2.jpg?v=1683756179,3,,,,,,,,,,,,,,,,,,,,,,,,
8599-8,Arbetshandskar vinter fodrad,"<p><span data-mce-fragment=""1"">Varm och smidig montagehandske med bibehållen fingerkänsla. helfodrad med polyester för den bästa komforten. </span></p>
<p><span data-mce-fragment=""1"">Helfodrad med ett mjukt termofoder.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""></span></p>
<p><span data-mce-fragment=""1"">Ovanhand i vattenavvisande polyester med Invändig resår runt hela handleden för att inte släppa in kyla/väta. </span></p>
<p><span data-mce-fragment=""1"">Fingertoppsförstärkning.</span></p>",Worksafe,Djur och tillbehör till husdjur,Arbetshandskar,"",true,Storlek,8,,,,,8599-8,0.0,,0,continue,manual,95.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Arbetshandskarvinterfodrad.jpg?v=1677191299,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8599-8,,,,,,,,,9,,,,,8599-9,0.0,,0,continue,manual,95.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8599-8,,,,,,,,,10,,,,,8599-10,0.0,,0,continue,manual,95.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8599-8,,,,,,,,,11,,,,,8599-11,0.0,,0,continue,manual,95.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9730-3,"Multi tråd Fjäderstålstolpe 110cm, 10-p","<p> </p>
<ul>
<li>Fjäderstålstolpen för flera trådar är utrustad med flera flyttbara isolatorer</li>
<li>Enkelt och smidigt att sätta upp inhägnaden till önskad höjd</li>
<li>Lämplig i inhägnader med djur i olika storlekar</li>
<li>Stolpen har en patenterad toppisolator som förhindrar att tråden slits av</li>
<li>Stadig fotplatta som gör det lätt att flytta stolpen</li>
<li>Det dubbla jordspjutet ser till att stolpen står extra stabilt när den placerats</li>
</ul>",Gallagher,Djur och tillbehör till husdjur,Stängselstolpe,"",true,Title,Default Title,,,,,9730-3,0.0,,0,continue,manual,585.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/multitradfjaderstolp.jpg?v=1683739439,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9730-2,"Gallagher Fjäderstålstolpe 110cm, 10-p","<p><br></p>
<ul>
<li>Solid stålstängselstolpe med utbytbar toppisolator</li>
<li>Påsvetsad fot för enkel montering i marken</li>
<li>Lämplig för rep och plasttråd</li>
<li>Om du vill använda fler trådar behöver du tilläggsisolator art. G010950</li>
</ul>",Gallagher,Djur och tillbehör till husdjur,Stängselstolpe,"",true,Title,Default Title,,,,,9730-2,0.0,,0,continue,manual,554.40,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/gallagherfjaderstolpe110.jpg?v=1679335306,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9730-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/fjaderstolpe1102.jpg?v=1679335317,2,,,,,,,,,,,,,,,,,,,,,,,,
9542-1,Sensor styrskåp,"<p>Denna ljusstyrning låter dig slå på eller av den artificiella belysningen, på en timer och oavsett befintligt dagsljus, eller till och med uppnå en konstant ljusnivå (t.ex. min. 200 lux) genom automatisk nedbländning.</p>
<p>Detta innebär att den säkerställer idealiska ljusförhållanden under hela dagen och året samtidigt som elförbrukningen minimeras.</p>
<p>Komfort för djur och människor!</p>
<ul>
<li>Styr belysningen beroende på tid och/eller dagsljus</li>
<li>Fyra olika belysningskretsar (grupper) kan styras oberoende av varandra, varav två med dimningsfunktion</li>
<li>Lämplig för LED-lampor med 1...10V-gränssnitt</li>
<li>Standard utanpåliggande hölje för montering i utrustningsrummet</li>
<li>Damm- och fuktskydd (IP54)</li>
<li>Lämplig t.ex. för upp till 50 150 watts lampor (upp till 15 lampor på de dimbara kretsarna 1 och 2, och upp till 10 lampor på kretsarna 3 och 4)</li>
<li>Levereras med en ljussensor (kan begära upp till fyra ljussensorer)</li>
<li>Ingång för upp till fyra knappsignaler</li>
<li>Lätt att använda med display och tre knappar</li>
<li>Med omfattande dokumentation och terminalbeskrivning<br>
</li>
</ul>
<p><strong>Tekniska data</strong> 345000<br><strong>Matningsspänning</strong> 230 V / 400 V<br><strong>Säkring</strong> B16 A<br><strong>Polkontakter</strong> 3-polig<br><strong>Max. strömvärde per utgång</strong> 16 A<br><strong>Max. total strömkrets</strong> <strong>3 och 4</strong> 16 A<br><strong>Antal kretsar</strong> 4<br><strong>Antal dimbara kretsar</strong> 2<br><strong>Dimningsfunktion krets 1 och 2</strong> 1...10 V<br><strong>Antal max. ljussensorer</strong> 4<br><strong>Antal max. knappsignaler</strong> 4<br><strong>Skyddsklass</strong> IP65</p>
<p> </p>",Kerbl,Djur och tillbehör till husdjur,Belysning,"",true,Title,Default Title,,,,,9542-1,0.0,,0,continue,manual,695.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Kerblsensorstyrskap.jpg?v=1684363814,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8601-m,Montagehandske getnarv,"<p>En montagehandske där det inte har sparats på något. getläder av högsta klass och tjocklek, minimalt med sömmar i handflatan, förstärkta fingrar och sömmar. Worksafe A10-111 är handsken för de tuffaste montagejobben. Extra slitstark men fortfarande med den höga kvalitet och komfort som bara det bästa getlädret ger. Lämplig för: Montering, packning, lagerarbete, entreprenad, verkstad och hantverk.<br></p>
<ul>
<li>Extra mjukt och kraftigt narvläder av get</li>
<li>Fingertoppsförstärkning</li>
<li>Förstärkta sömmar mellan tumme och pekfinger och mellan fingrarna</li>
<li>Bra passform och fingerkänsla</li>
<li>Extra slitstark</li>
<li>Elastisk ovanhand av bomullstrikå</li>
<li>Storlek M/ L/ XL/XXL</li>
</ul>",Worksafe,Djur och tillbehör till husdjur,Arbetshandskar,"",true,Storlek,Medium,,,,,8601-M,0.0,,0,continue,manual,65.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Montagehandskarget.jpg?v=1683668613,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8601-m,,,,,,,,,Large,,,,,8601-L,0.0,,0,continue,manual,65.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8601-m,,,,,,,,,X-Large,,,,,8601-XL,0.0,,0,continue,manual,65.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8601-m,,,,,,,,,XX-Large,,,,,8601-XXL,0.0,,0,continue,manual,65.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9120-6,Transportlock till spann,"<span>Enkelt gummilock till mjölkspann, för transport eller liknande. Tätar spannen.</span>",N/A,Djur och tillbehör till husdjur,Delar och tillbehör till spannmjölkning,"",true,Title,Default Title,,,,,9120-6,0.0,,0,continue,manual,135.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Transportlock2.jpg?v=1685482809,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9120-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Transportlock.jpg?v=1685482812,2,,,,,,,,,,,,,,,,,,,,,,,,
9004-1,Mjölkspann Eco-Bucket,"<p>Hållbar spann, men inte riktig genomskynlig.  </p>
<p>23 liter är ett bra val för kor som inte mjölkar så mycket eftersom den storleken är mycket behändig att jobba med. 30 liter om kossan mjölkar mer. </p>
<p>120mm handtag passar Delaval. </p>
<p><span>Handtag 148mm hög passar till alla vanliga lock men ej Delaval.</span></p>",Interpuls,Djur och tillbehör till husdjur,Mjölkspann,"",true,Storlek,23L,Handtag,120,,,9004-1,0.0,,0,continue,manual,1325.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Eco-bucket.jpg?v=1683661136,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9004-1,,,,,,,,,23L,,148,,,9004-2,0.0,,0,continue,manual,1325.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9004-1,,,,,,,,,30L,,120,,,9004-3,0.0,,0,continue,manual,1395.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9004-1,,,,,,,,,30L,,148,,,9004-4,0.0,,0,continue,manual,1395.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8208-5,Läderfett Redback,"<span>För bästa underhåll av dina Redback skor, kängor, seldon, ridsadlar, handskar m.m. ska du använda Redback läderfett. Fettet gör lädret smidigt, vattenavvisande och slitstarkt. Läderfettet innehåller naturligt fett och tjära. Smörj in fettet så att lädret blir mättat.</span>",Redback,Djur och tillbehör till husdjur,Tillbehör till skor,"",true,Title,Default Title,,,,,8208-5,0.0,,0,continue,manual,125.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Redbackladerfett.jpg?v=1683045608,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9121-3,Rostfritt lock med 2 utgångar och plats för pulsator,<span>Mjölka 2 getter eller får samtidigt. Plats för pulsator och 2 utgångar. Passar Delaval spann med handtag uppåt 120mm.</span>,N/A,Djur och tillbehör till husdjur,Delar och tillbehör till spannmjölkning,"",true,Title,Default Title,,,,,9121-3,0.0,,0,continue,manual,995.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Rostfrittlockmed2utgangarochplatsforpulsator.jpg?v=1684359022,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8604-7,Montagehandske PU-Nitril,"<p>En allroundhandske med fantastiska egenskaper som fick ""BÄST I TEST"" i tidningen Byggnadsarbetaren. Den lämpar sig inom många olika yrken och arbeten tack vare att handsken är mycket användarvänlig och med bra fingerkänsla. Dessutom har den så bra ventilation att man ska kunna använda den oavbrutet under en åttatimmars arbetsdag utan att bli svettig och behöva ta av den. Kort sagt, detta är handsken du glömmer att ta av. Lämplig för: Montage, entreprenad, transport, bilindustri och packningsarbeten.<br></p>
<ul>
<li>Hudnära, sömlös, stickad handske belagd med skumnitril med utmärkt passform</li>
<li>Arbeta med små detaljer utan att förlora precisionen</li>
<li>Bra grepp i torr, våt och oljig miljö</li>
<li>Microporös beläggning som ""andas""</li>
<li>Storlek 7/8/9/10/11</li>
</ul>",Worksafe,Djur och tillbehör till husdjur,Arbetshandskar,"",true,Storlek,7,,,,,8604-7,0.0,,0,continue,manual,45.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Montagehandskarnitril.jpg?v=1683670837,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8604-7,,,,,,,,,8,,,,,8604-8,0.0,,0,continue,manual,45.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8604-7,,,,,,,,,9,,,,,8604-9,0.0,,0,continue,manual,45.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8604-7,,,,,,,,,10,,,,,8604-10,0.0,,0,continue,manual,45.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8604-7,,,,,,,,,11,,,,,8604-11,0.0,,0,continue,manual,45.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9732-3,"Tilläggsisolator vit 6/14mm, 10-p","<p>För att lägga till extra tråd kring portabla stolpar ø 6-14mm. Idealisk för pigtailstolpar.<br></p>
<ul>
<li>För att montera plasttråd på runda eller ovala flyttbara stängselstolpar</li>
<li>Perfekt för användning med metallfjäderstålstolpar</li>
</ul>
<p><strong>Antal</strong>                         10st<br><br><strong>Färg</strong>                           Vit<br><br><strong>Produktgaranti</strong>        2år</p>",Gallagher,Djur och tillbehör till husdjur,Isolator,"",true,Title,Default Title,,,,,9732-3,0.0,,0,continue,manual,85.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/tillaggsisolator.jpg?v=1685404292,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9510,LED armatur FarmStar 25W,"<p>Armatur för belysning av stall, ridhallar, industribyggnader och lager, lador, verkstäder etc. Lämplig för områden med risk för brand på grund av brännbart damm eller fibrer (höförvaring, foder, strö etc.)</p>
<ul>
<li>Med integrerade högpresterande LED-chips (inga lysrör krävs)</li>
<li>Skyddad mot kraftfulla vattenstrålar och dammsäker </li>
<li>Med D-märkning enligt DIN EN 60598-2-24, därför </li>
<li>Stabilt, stöttåligt hölje av ABS-plast</li>
<li>Enhetlig och bländfri belysning på grund av ett frostat lock</li>
<li>Inkl. installationsklämmor av rostfritt stål</li>
<li>2års garanto</li>
<li>2000 lm</li>
<li>6500K färgtemperatur</li>
<li>Skyddsklass IP65</li>
<li>25W</li>
<li>Utan dimbar</li>
</ul>",Kerbl,Djur och tillbehör till husdjur,Belysning,"",true,Title,Default Title,,,,,9510,0.0,,0,continue,manual,485.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/FarmstarLED.jpg?v=1683050761,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9510,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/LEDarmaturFarmstar25W.jpg?v=1683050821,2,,,,,,,,,,,,,,,,,,,,,,,,
